Company Name,Address,Website,Company Description,Year Established,Parent Company,Contact Name,Title,Office Phone,Email,Association Memberships - FIDI,Association Memberships - DAB,Association Memberships - Harmony
BTR International Ltd.,"Unit A20, Basepoint Business Centre
110 Great Marlings
Luton, Bedfordshire, LU2 8DL
United Kingdom",http://www.btrinternational.co.uk,"An independent, UK-based provider of corporate relocation solutions, BTR International brings quality assured global capability and relocation expertise to HR and global mobility professionals seeking support in managing a global workforce.",2001,,Jack Brewin  ,Partner Relations Executive,,jackb@btrinternational.com  ,Yes,,
BTR International Ltd.,"Unit A20, Basepoint Business Centre
110 Great Marlings
Luton, Bedfordshire, LU2 8DL
United Kingdom",http://www.btrinternational.co.uk,"An independent, UK-based provider of corporate relocation solutions, BTR International brings quality assured global capability and relocation expertise to HR and global mobility professionals seeking support in managing a global workforce.",2001,,Lee Brewin  ,-,,lee@btrinternational.com  ,Yes,,
BTR International Ltd.,"Unit A20, Basepoint Business Centre
110 Great Marlings
Luton, Bedfordshire, LU2 8DL
United Kingdom",http://www.btrinternational.co.uk,"An independent, UK-based provider of corporate relocation solutions, BTR International brings quality assured global capability and relocation expertise to HR and global mobility professionals seeking support in managing a global workforce.",2001,,Louise Chilcott  ,-,,louise@btrinternational.com  ,Yes,,
California Moving Systems Inc.,"3801 Happy Ln
P.O. Box 276145
Sacramento, CA, 95827-9720
United States",http://www.californiamoving.com,"California Moving Systems was formed in 1967 by Sacramento businessmen Jack Higdon and Gerry Cryderman, with the goal of growing a business which would offer it’s clients a broad spectrum of moving and storage services while establishing quality service as the company’s cornerstone. Since the day the doors opened to today, this family run company has striven for excellence in all areas of the moving industry. Our company has been rewarded for our hard work by receiving the coveted Milton Hill Award for Excellence in 2004-2005, the highest award presented by Atlas Van Lines.",1967,,Allan Brown  ,Sales Manager,1 9163621515Cell Phone:1 916-719-8006  ,abrown@californiamoving.com  ,,,
California Moving Systems Inc.,"3801 Happy Ln
P.O. Box 276145
Sacramento, CA, 95827-9720
United States",http://www.californiamoving.com,"California Moving Systems was formed in 1967 by Sacramento businessmen Jack Higdon and Gerry Cryderman, with the goal of growing a business which would offer it’s clients a broad spectrum of moving and storage services while establishing quality service as the company’s cornerstone. Since the day the doors opened to today, this family run company has striven for excellence in all areas of the moving industry. Our company has been rewarded for our hard work by receiving the coveted Milton Hill Award for Excellence in 2004-2005, the highest award presented by Atlas Van Lines.",1967,,Chris Higdon  ,President & CEO,+1 9163621515Cell Phone:+1 916.417.5773  ,CHigdon@californiamoving.com  ,,,
Canal Movers & Logistics Corp.,"Bldg. 1067 Curundu Road Panama City, Panama, 0832-2457
Panama",http://www.canalmovers.com,"Canal Movers & Logistics Corp. is a full service international moving company. We handle commercial, government / diplomat moves worldwide and general commodity cargo. Founded in 2001, Canal Movers & Logistics Corp. is considered the local market leader providing relocation solut",2001,,Carla Bonilla  ,Pricing Coordinator,507 232-5189Cell Phone:507 6645-7046  ,pricing@canalmovers.com  ,Yes,,
Canal Movers & Logistics Corp.,"Bldg. 1067 Curundu Road Panama City, Panama, 0832-2457
Panama",http://www.canalmovers.com,"Canal Movers & Logistics Corp. is a full service international moving company. We handle commercial, government / diplomat moves worldwide and general commodity cargo. Founded in 2001, Canal Movers & Logistics Corp. is considered the local market leader providing relocation solut",2001,,Jean-Paul Laffitte  ,Business Development Manager,,jeanpaul.laffitte@canalmovers.com    IAM Young Professional  ,Yes,,
Canal Movers & Logistics Corp.,"Bldg. 1067 Curundu Road Panama City, Panama, 0832-2457
Panama",http://www.canalmovers.com,"Canal Movers & Logistics Corp. is a full service international moving company. We handle commercial, government / diplomat moves worldwide and general commodity cargo. Founded in 2001, Canal Movers & Logistics Corp. is considered the local market leader providing relocation solut",2001,,Walter Laffitte  ,CEO,507 2325189Cell Phone:507 60702412  ,w.laffitte@canalmovers.com  ,Yes,,
Canal Movers & Logistics Corp.,"Bldg. 1067 Curundu Road Panama City, Panama, 0832-2457
Panama",http://www.canalmovers.com,"Canal Movers & Logistics Corp. is a full service international moving company. We handle commercial, government / diplomat moves worldwide and general commodity cargo. Founded in 2001, Canal Movers & Logistics Corp. is considered the local market leader providing relocation solut",2001,,Carmen Marrero  ,Commercial Supervisor,507 232-5189Cell Phone:507 60306753  ,c.marrero@canalmovers.com  ,Yes,,
Canal Movers & Logistics Corp.,"Bldg. 1067 Curundu Road Panama City, Panama, 0832-2457
Panama",http://www.canalmovers.com,"Canal Movers & Logistics Corp. is a full service international moving company. We handle commercial, government / diplomat moves worldwide and general commodity cargo. Founded in 2001, Canal Movers & Logistics Corp. is considered the local market leader providing relocation solut",2001,,Monica Martinez  ,Quality Control SpecialistCell Phone:507 60306716  ,,quality@canalmovers.com  ,Yes,,
"Cannon Moving & Storage, Inc.","P.O. Box 190 Lemoore, CA, 93245-0190
United States",http://www.lemooremovers.com/,"Established in 1965 by the Lambert family, then later purchased in 1979 by the Homan family, Cannon Moving & Storage is now owned by Sheryl Ann Pressley, the current Stockholder and President of the Corporation. As a moving company we provide full packing and moving services in the United States and can ship to most parts of the world as well as door to door local move services. Cannon Moving & Storage also provides packing and origin services for National and International TSP’s.",1965,Lambert Enterprises Inc,Jeanette Homan  ,General Manager,1 8887763314Cell Phone:1 5594693588  ,jeanetteh@lemooremovers.com  ,,Yes,
"Cannon Moving & Storage, Inc.","P.O. Box 190 Lemoore, CA, 93245-0190
United States",http://www.lemooremovers.com/,"Established in 1965 by the Lambert family, then later purchased in 1979 by the Homan family, Cannon Moving & Storage is now owned by Sheryl Ann Pressley, the current Stockholder and President of the Corporation. As a moving company we provide full packing and moving services in the United States and can ship to most parts of the world as well as door to door local move services. Cannon Moving & Storage also provides packing and origin services for National and International TSP’s.",1965,Lambert Enterprises Inc,Sheryl Pressley  ,President,+1 5599245328,cannonmoving@comcast.net  ,,Yes,
Careline Moving & Storage UK Ltd.,"1 Heathrow Interchange
Bullsbrook Road
London, UB4 0JR
United Kingdom",http://www.carelinemoving.co.uk,"Careline Moving & Storage is one of largest and most experienced removal companies in the UK and Ireland, with sales and operational offices in London, Dublin, Limerick, Cork and Belfast. We are a full moving service partner for the UK and Ireland for all your service needs. Our highly experienced teams will ensure your complete satisfaction at competitive prices!",2013,Careline International,David Boreham  ,Head of Group OperationsCell Phone:44 07836688824  ,,david.boreham@carelinemoving.co.uk  ,,,
Careline Moving & Storage UK Ltd.,"1 Heathrow Interchange
Bullsbrook Road
London, UB4 0JR
United Kingdom",http://www.carelinemoving.co.uk,"Careline Moving & Storage is one of largest and most experienced removal companies in the UK and Ireland, with sales and operational offices in London, Dublin, Limerick, Cork and Belfast. We are a full moving service partner for the UK and Ireland for all your service needs. Our highly experienced teams will ensure your complete satisfaction at competitive prices!",2013,Careline International,Mark Carey  ,Managing Director,,mark.carey@careline.ie  ,,,
Careline Moving & Storage UK Ltd.,"1 Heathrow Interchange
Bullsbrook Road
London, UB4 0JR
United Kingdom",http://www.carelinemoving.co.uk,"Careline Moving & Storage is one of largest and most experienced removal companies in the UK and Ireland, with sales and operational offices in London, Dublin, Limerick, Cork and Belfast. We are a full moving service partner for the UK and Ireland for all your service needs. Our highly experienced teams will ensure your complete satisfaction at competitive prices!",2013,Careline International,Paul Davies  ,General Manager,44 2039185186Cell Phone:44 7585122382  ,paul.davies@carelinemoving.co.uk  ,,,
Careline Moving & Storage UK Ltd.,"1 Heathrow Interchange
Bullsbrook Road
London, UB4 0JR
United Kingdom",http://www.carelinemoving.co.uk,"Careline Moving & Storage is one of largest and most experienced removal companies in the UK and Ireland, with sales and operational offices in London, Dublin, Limerick, Cork and Belfast. We are a full moving service partner for the UK and Ireland for all your service needs. Our highly experienced teams will ensure your complete satisfaction at competitive prices!",2013,Careline International,Sarah Davies  ,Move Coordinator,,Sarah.davies@carelinemoving.co.uk  ,,,
Careline Moving & Storage UK Ltd.,"1 Heathrow Interchange
Bullsbrook Road
London, UB4 0JR
United Kingdom",http://www.carelinemoving.co.uk,"Careline Moving & Storage is one of largest and most experienced removal companies in the UK and Ireland, with sales and operational offices in London, Dublin, Limerick, Cork and Belfast. We are a full moving service partner for the UK and Ireland for all your service needs. Our highly experienced teams will ensure your complete satisfaction at competitive prices!",2013,Careline International,Louise Smart  ,Move Coordinator,,louise.smart@carelinemoving.co.uk  ,,,
Chess Moving Perth,"3 Purdy Place Canning Vale
Perth, Western Australia, 6155
Australia",http://www.chessmoving.com.au,"Chess Moving is a wholly Australian-owned and operated removalist company . Our offices are located in every Australian capital city and some regional centres, providing relocation services to individuals, families and businesses.",2000,,Jonathan Roberts  ,General Manager,61 893524314Cell Phone:61 499499480  ,jonathanr@chessmoving.com.au  ,Yes,,Yes
Clover Systems,"3505 Northwest 107th Ave Suite C Miami, FL, 33178
United States",http://www.clovergroup.com/en/,"Clover Systems, LLC. has over 50 years of experience and offers professional integrated logistics and international transportation services tailored to fit your needs, with a Global Vision: “Always On Time”.",1985,,Marly Mera  ,International HHGS VPCell Phone:1 3059866650  ,,marly.mera@clovergroup.com  ,Yes,Yes,
Clover Systems,"3505 Northwest 107th Ave Suite C Miami, FL, 33178
United States",http://www.clovergroup.com/en/,"Clover Systems, LLC. has over 50 years of experience and offers professional integrated logistics and international transportation services tailored to fit your needs, with a Global Vision: “Always On Time”.",1985,,Jose Perales  ,Marketing Manager,1 3054997021,jperales@clovergroup.com  ,Yes,Yes,
Conroy Removals Ltd.,"7 Airpark Drive, Mangere
P.O. Box 20 1053, Auckland Intl Airport
Auckland
New Zealand",http://www.conroy.co.nz/agents,"Conroy Removals is one of New Zealand's leading removal companies and each year take care of removal services for thousands of people moving locally, around New Zealand and all over the world. With branches throughout New Zealand and Australia and global partners throughout the rest of the world Conroy Removals have the experience, resources and stability to provide you with a friendly and professional moving service, delivering your belongings safely and securely.",1973,Conroy Removals Pty. Ltd.,Fiona Conroy  ,General Manager,64 92750010Cell Phone:64 274494580  ,fionac@conroy.co.nz  ,Yes,,
Conroy Removals Ltd.,"7 Airpark Drive, Mangere
P.O. Box 20 1053, Auckland Intl Airport
Auckland
New Zealand",http://www.conroy.co.nz/agents,"Conroy Removals is one of New Zealand's leading removal companies and each year take care of removal services for thousands of people moving locally, around New Zealand and all over the world. With branches throughout New Zealand and Australia and global partners throughout the rest of the world Conroy Removals have the experience, resources and stability to provide you with a friendly and professional moving service, delivering your belongings safely and securely.",1973,Conroy Removals Pty. Ltd.,Nick Dobson  ,International Manager,64 92562499Cell Phone:64 274430365  ,nickd@conroy.co.nz  ,Yes,,
Conroy Removals Ltd.,"7 Airpark Drive, Mangere
P.O. Box 20 1053, Auckland Intl Airport
Auckland
New Zealand",http://www.conroy.co.nz/agents,"Conroy Removals is one of New Zealand's leading removal companies and each year take care of removal services for thousands of people moving locally, around New Zealand and all over the world. With branches throughout New Zealand and Australia and global partners throughout the rest of the world Conroy Removals have the experience, resources and stability to provide you with a friendly and professional moving service, delivering your belongings safely and securely.",1973,Conroy Removals Pty. Ltd.,Kingsley Gordon  ,Head of Technology,64 459867760,kingsleyg@conroy.co.nz  ,Yes,,
Conroy Removals Pty. Ltd.,"20 Briggs Court Kallangur, QLD, 4503
Australia",http://www.conroyremovals.com.au/agents,"Conroy Removals is one of Australasia's leading removal companies and each year take care of removal services for thousands of people moving locally, around New Zealand, Australia and all over the world. With branches throughout New Zealand and Australia and global partners throughout the rest of the world Conroy Removals have the experience, resources and stability to provide you with a friendly and professional moving service, delivering your belongings safely and securely.",2000,,Ryan Cameron  ,Relationship and International Manager,61 287877801,ryanc@conroyremovals.com.au  ,Yes,,
Conroy Removals Pty. Ltd.,"20 Briggs Court Kallangur, QLD, 4503
Australia",http://www.conroyremovals.com.au/agents,"Conroy Removals is one of Australasia's leading removal companies and each year take care of removal services for thousands of people moving locally, around New Zealand, Australia and all over the world. With branches throughout New Zealand and Australia and global partners throughout the rest of the world Conroy Removals have the experience, resources and stability to provide you with a friendly and professional moving service, delivering your belongings safely and securely.",2000,,Philip Gordon  ,Director,61 754289721Cell Phone:61 408723311  ,philipg@conroyremovals.com.au  ,Yes,,
Conroy Removals Pty. Ltd.,"20 Briggs Court Kallangur, QLD, 4503
Australia",http://www.conroyremovals.com.au/agents,"Conroy Removals is one of Australasia's leading removal companies and each year take care of removal services for thousands of people moving locally, around New Zealand, Australia and all over the world. With branches throughout New Zealand and Australia and global partners throughout the rest of the world Conroy Removals have the experience, resources and stability to provide you with a friendly and professional moving service, delivering your belongings safely and securely.",2000,,Kingsley Gordon  ,Head of Technology,61 459867760,kingsleyg@conroyremovals.com.au  ,Yes,,
Conser Group,"8451 Western Way Jacksonville, FL, 32256
United States",https://consermoving.com,"We provide world class moving services to customers in Jacksonville, as well as across the country and around the world. Our commitment to making each move successful has been accomplished through the teamwork of dedicated professionals in every facet of our company. From the men and women who pack and move your precious possessions, to the coordinators and dispatchers who provide the expertise to successfully schedule and complete each move. Conser Moving wants to make sure that you have every detail taken care of and that we are your “One Stop Shop” for your upcoming relocation.",2012,,Tom Bass  ,Director,(904) 786-0242,tbass@consermoving.com  ,,Yes,
Conser Group,"8451 Western Way Jacksonville, FL, 32256
United States",https://consermoving.com,"We provide world class moving services to customers in Jacksonville, as well as across the country and around the world. Our commitment to making each move successful has been accomplished through the teamwork of dedicated professionals in every facet of our company. From the men and women who pack and move your precious possessions, to the coordinators and dispatchers who provide the expertise to successfully schedule and complete each move. Conser Moving wants to make sure that you have every detail taken care of and that we are your “One Stop Shop” for your upcoming relocation.",2012,,Brittany Brooks  ,Vice President,1 904-329-3036,bbrooks@consermoving.com  ,,Yes,
Conser Group,"8451 Western Way Jacksonville, FL, 32256
United States",https://consermoving.com,"We provide world class moving services to customers in Jacksonville, as well as across the country and around the world. Our commitment to making each move successful has been accomplished through the teamwork of dedicated professionals in every facet of our company. From the men and women who pack and move your precious possessions, to the coordinators and dispatchers who provide the expertise to successfully schedule and complete each move. Conser Moving wants to make sure that you have every detail taken care of and that we are your “One Stop Shop” for your upcoming relocation.",2012,,Mark Chesser  ,President,1 694-4828,mchesser@consermoving.com  ,,Yes,
Conser Group,"8451 Western Way Jacksonville, FL, 32256
United States",https://consermoving.com,"We provide world class moving services to customers in Jacksonville, as well as across the country and around the world. Our commitment to making each move successful has been accomplished through the teamwork of dedicated professionals in every facet of our company. From the men and women who pack and move your precious possessions, to the coordinators and dispatchers who provide the expertise to successfully schedule and complete each move. Conser Moving wants to make sure that you have every detail taken care of and that we are your “One Stop Shop” for your upcoming relocation.",2012,,Skye Rivers  ,CS Rep,1 9048002400,srivers@consermoving.com  ,,Yes,
Conser Group,"8451 Western Way Jacksonville, FL, 32256
United States",https://consermoving.com,"We provide world class moving services to customers in Jacksonville, as well as across the country and around the world. Our commitment to making each move successful has been accomplished through the teamwork of dedicated professionals in every facet of our company. From the men and women who pack and move your precious possessions, to the coordinators and dispatchers who provide the expertise to successfully schedule and complete each move. Conser Moving wants to make sure that you have every detail taken care of and that we are your “One Stop Shop” for your upcoming relocation.",2012,,Amanda Roese  ,Controller,1 786-0242,aroese@consermoving.com  ,,Yes,
Cornerstone Moving & Storage LLC,"1175 International Parkway Fredericksburg, VA, 22406
United States",http://www.cornerstonemoving.com,"As a company, we believe that if we focus on strengthening people’s personal lives, starting with our employees and customers, that our goal of providing EXCEPTIONAL customer service and UNPARALLELED relocation services to all of our clients will be easily achieved. With over 40+ combined years of moving and storage industry expertise, we have all the knowledge and experience needed to provide top notch service. We are experienced in local and long distance relocations, as well as both domestic and international relocations.",2013,,Chuck Bailey  ,Owner,,ChuckB@CornerstoneMoving.com  ,,Yes,
Cornerstone Moving & Storage LLC,"1175 International Parkway Fredericksburg, VA, 22406
United States",http://www.cornerstonemoving.com,"As a company, we believe that if we focus on strengthening people’s personal lives, starting with our employees and customers, that our goal of providing EXCEPTIONAL customer service and UNPARALLELED relocation services to all of our clients will be easily achieved. With over 40+ combined years of moving and storage industry expertise, we have all the knowledge and experience needed to provide top notch service. We are experienced in local and long distance relocations, as well as both domestic and international relocations.",2013,,Brenda Bailey  ,Owner,+1 5712104280,BrendaB@CornerstoneMoving.com  ,,Yes,
Cornerstone Moving & Storage LLC,"1175 International Parkway Fredericksburg, VA, 22406
United States",http://www.cornerstonemoving.com,"As a company, we believe that if we focus on strengthening people’s personal lives, starting with our employees and customers, that our goal of providing EXCEPTIONAL customer service and UNPARALLELED relocation services to all of our clients will be easily achieved. With over 40+ combined years of moving and storage industry expertise, we have all the knowledge and experience needed to provide top notch service. We are experienced in local and long distance relocations, as well as both domestic and international relocations.",2013,,Edgar Esquivel Ochoa  ,Operations Manager,1 210-4280Cell Phone:1 201-2004  ,leonele@cornerstonemoving.com  ,,Yes,
Cornerstone Moving & Storage LLC,"1175 International Parkway Fredericksburg, VA, 22406
United States",http://www.cornerstonemoving.com,"As a company, we believe that if we focus on strengthening people’s personal lives, starting with our employees and customers, that our goal of providing EXCEPTIONAL customer service and UNPARALLELED relocation services to all of our clients will be easily achieved. With over 40+ combined years of moving and storage industry expertise, we have all the knowledge and experience needed to provide top notch service. We are experienced in local and long distance relocations, as well as both domestic and international relocations.",2013,,Caleb McCartney  ,General Manager,,Calebm@cornerstonemoving.com  ,,Yes,
Cornerstone Moving & Storage LLC,"1175 International Parkway Fredericksburg, VA, 22406
United States",http://www.cornerstonemoving.com,"As a company, we believe that if we focus on strengthening people’s personal lives, starting with our employees and customers, that our goal of providing EXCEPTIONAL customer service and UNPARALLELED relocation services to all of our clients will be easily achieved. With over 40+ combined years of moving and storage industry expertise, we have all the knowledge and experience needed to provide top notch service. We are experienced in local and long distance relocations, as well as both domestic and international relocations.",2013,,Lyndsey McCartney  ,-,,LyndseyB@CornerstoneMoving.com    IAM Young Professional  ,,Yes,
Cornerstone Moving & Storage LLC,"1175 International Parkway Fredericksburg, VA, 22406
United States",http://www.cornerstonemoving.com,"As a company, we believe that if we focus on strengthening people’s personal lives, starting with our employees and customers, that our goal of providing EXCEPTIONAL customer service and UNPARALLELED relocation services to all of our clients will be easily achieved. With over 40+ combined years of moving and storage industry expertise, we have all the knowledge and experience needed to provide top notch service. We are experienced in local and long distance relocations, as well as both domestic and international relocations.",2013,,Sawyer Munnett  ,Operations,1 571-210-4280Cell Phone:1 540-270-8437  ,sawyerm@cornerstonemoving.com  ,,Yes,
"Dad's Moving & Storage, Inc.","No.3-B Sunblest Compound, Km. 23 West
Service Road, Bo.Cupang
Muntinlupa City, 1771
Philippines",http://dadsmoving.com,Dad’s is Manila’s premier Moving and Storage Company recently founded by a number of seasoned veterans who have worked in this market for decades. Our aim is to ensure the best possible service for each of our clients while at the same time providing rates that are fair and competitive.,2017,,Rebecca Bowers  ,Sales Director,63 79873616Cell Phone:63 09171536357  ,rebecca@dadsmoving.com  ,,,
"Dad's Moving & Storage, Inc.","No.3-B Sunblest Compound, Km. 23 West
Service Road, Bo.Cupang
Muntinlupa City, 1771
Philippines",http://dadsmoving.com,Dad’s is Manila’s premier Moving and Storage Company recently founded by a number of seasoned veterans who have worked in this market for decades. Our aim is to ensure the best possible service for each of our clients while at the same time providing rates that are fair and competitive.,2017,,Aidan Hilker  ,Managing Director,,aidan@dadsmoving.com    IAM Young Professional  ,,,
"Dad's Moving & Storage, Inc.","No.3-B Sunblest Compound, Km. 23 West
Service Road, Bo.Cupang
Muntinlupa City, 1771
Philippines",http://dadsmoving.com,Dad’s is Manila’s premier Moving and Storage Company recently founded by a number of seasoned veterans who have worked in this market for decades. Our aim is to ensure the best possible service for each of our clients while at the same time providing rates that are fair and competitive.,2017,,Cindy Leocadio  ,Sales Manager,28246162Cell Phone:9175386601  ,cindy@dadsmoving.com  ,,,
"Dawood World Wide Moving Services Co., Ltd.","No. 29/31 Ground Floor, 54th Street
2nd Ward, Pazundaung Township
Yangon, 11171
Myanmar (Burma)",http://www.dawoodmovers.com,"Dawood Worldwide Moving Services Co., Ltd has been a steadily growing enterprise since its inception in 1963, expanding as an International Removal Agent, Commercial Household Goods and Office Mover and Licensed Freight Forwarder. Ever since the establishment of our company, we have incubated a corporate culture focused on high quality standards which have been recognized and acknowledged by international organizations. Our company has also maintained a solid reputation with its fellow agents, in terms of credit, service and follow-up.",1976,,John Aung San  ,Director ,95 19010055Cell Phone:95 95093441  ,JohnAungSan@dawoodmovers.com  ,,,
"Dawood World Wide Moving Services Co., Ltd.","No. 29/31 Ground Floor, 54th Street
2nd Ward, Pazundaung Township
Yangon, 11171
Myanmar (Burma)",http://www.dawoodmovers.com,"Dawood Worldwide Moving Services Co., Ltd has been a steadily growing enterprise since its inception in 1963, expanding as an International Removal Agent, Commercial Household Goods and Office Mover and Licensed Freight Forwarder. Ever since the establishment of our company, we have incubated a corporate culture focused on high quality standards which have been recognized and acknowledged by international organizations. Our company has also maintained a solid reputation with its fellow agents, in terms of credit, service and follow-up.",1976,,Yaseen Kyaw Myint  ,Director,95 18397818Cell Phone:95 95104462  ,Enquiry@dawoodmovers.com  ,,,
Delight International Movers,"P.O. Box 51634 Abu Dhabi
United Arab Emirates",http://www.delightmovers.com,"Delight International Movers is a leading moving & relocation expert in UAE with offices in Abu Dhabi,Dubai and Qatar. We are a fully licensed and insured moving company that offers International and domestic moving & relocation services for commercial and residential clients.",1990,,Zulfiker Abdul Hasis  ,Managing Director,,zulfi@delightmovers.com  ,Yes,,
Delight International Movers,"P.O. Box 51634 Abu Dhabi
United Arab Emirates",http://www.delightmovers.com,"Delight International Movers is a leading moving & relocation expert in UAE with offices in Abu Dhabi,Dubai and Qatar. We are a fully licensed and insured moving company that offers International and domestic moving & relocation services for commercial and residential clients.",1990,,Shankar Ram Ganapathy  ,Regional Head,971 26902900Cell Phone:971 555719872  ,shankar@delightmovers.comSkype:shankar.ram.g        ,Yes,,
Delight International Movers,"P.O. Box 51634 Abu Dhabi
United Arab Emirates",http://www.delightmovers.com,"Delight International Movers is a leading moving & relocation expert in UAE with offices in Abu Dhabi,Dubai and Qatar. We are a fully licensed and insured moving company that offers International and domestic moving & relocation services for commercial and residential clients.",1990,,Namita Sharma  ,Global Networks & Partners Manager,971 26902896Cell Phone:971 9995978894  ,namita@delightmovers.com    IAM Young Professional  ,Yes,,
Delight International Movers LLC,"PO Box 115529
Building No. 12C, (DM No 17-12)
Dubai Industrial City
Dubai
United Arab Emirates",http://www.delightmovers.com,"Delight International Movers is a leading moving & relocation expert in UAE with offices in Abu Dhabi,Dubai and Qatar. We are a fully licensed and insured moving company that offers International and domestic moving & relocation services for commercial and residential clients.",2012,Delight International Movers,Zulfiker Abdul Hasis  ,Managing Director,,zulfi@delightmovers.com  ,,,
Delight International Movers LLC,"PO Box 115529
Building No. 12C, (DM No 17-12)
Dubai Industrial City
Dubai
United Arab Emirates",http://www.delightmovers.com,"Delight International Movers is a leading moving & relocation expert in UAE with offices in Abu Dhabi,Dubai and Qatar. We are a fully licensed and insured moving company that offers International and domestic moving & relocation services for commercial and residential clients.",2012,Delight International Movers,Abulaise Azhuvalappil  ,Assistant Manager,971 529177221Cell Phone:971 529177221  ,abulaise@delightmovers.com  ,,,
Delight International Movers LLC,"PO Box 115529
Building No. 12C, (DM No 17-12)
Dubai Industrial City
Dubai
United Arab Emirates",http://www.delightmovers.com,"Delight International Movers is a leading moving & relocation expert in UAE with offices in Abu Dhabi,Dubai and Qatar. We are a fully licensed and insured moving company that offers International and domestic moving & relocation services for commercial and residential clients.",2012,Delight International Movers,Shankar Ram Ganapathy  ,Regional Head,971 26902900Cell Phone:971 555719872  ,shankar@delightmovers.comSkype:shankar.ram.g        ,,,
Delight International Movers LLC,"PO Box 115529
Building No. 12C, (DM No 17-12)
Dubai Industrial City
Dubai
United Arab Emirates",http://www.delightmovers.com,"Delight International Movers is a leading moving & relocation expert in UAE with offices in Abu Dhabi,Dubai and Qatar. We are a fully licensed and insured moving company that offers International and domestic moving & relocation services for commercial and residential clients.",2012,Delight International Movers,Namita Sharma  ,Global Networks & Partners Manager,971 26902896Cell Phone:971 9995978894  ,namita@delightmovers.com    IAM Young Professional  ,,,
